,freenrg_GROMACS,err_GROMACS,freenrg_calc,err_calc
lig_jmc28,-1.2360714092524083,0.10128954700260992,-1.2360714092524083,0.10128954700260992
lig_jmc30,-2.0012603613899724,0.1610860994467524,-2.0012603613899724,0.1610860994467524
lig_ejm46,-0.8114867477714761,0.20511611071037464,-0.8114867477714761,0.20511611071037464
lig_jmc27,-2.0588423651483643,0.12229580548366278,-2.0588423651483643,0.12229580548366278
lig_jmc23,-1.3232830774095676,0.17108799020749796,-1.3232830774095676,0.17108799020749796
lig_ejm31,-0.7043470912801444,0.0856094632115105,-0.7043470912801444,0.0856094632115105
lig_ejm54,0.7828626155277467,0.1975080546711787,0.7828626155277467,0.1975080546711787
lig_ejm55,1.3420265723642806,0.2459359041685358,1.3420265723642806,0.2459359041685358
lig_ejm45,3.883711631423483,0.29224670071653047,3.883711631423483,0.29224670071653047
lig_ejm42,1.0789423350364218,0.14896932940372387,1.0789423350364218,0.14896932940372387
lig_ejm48,-0.4894892136874289,0.10113149124778582,-0.4894892136874289,0.10113149124778582
lig_ejm53,-0.4067991223888079,0.19216882312305864,-0.4067991223888079,0.19216882312305864
lig_ejm50,0.39243711471326126,0.09900096144222519,0.39243711471326126,0.09900096144222519
lig_ejm49,-0.7257983042799616,0.11312137460106328,-0.7257983042799616,0.11312137460106328
Intermediate,-1.0537716510617794,0.16921448247125406,-1.0537716510617794,0.16921448247125406
lig_ejm47,-1.8421438264618057,0.12480806158870364,-1.8421438264618057,0.12480806158870364
lig_ejm43,1.6381594561437596,0.18373076885929462,1.6381594561437596,0.18373076885929462
lig_ejm44,3.5351534449226536,0.26134930053547983,3.5351534449226536,0.26134930053547983
